0.00000 200.000
1.00000 251.067
2.00000 315.898
3.00000 398.384
4.00000 501.256
5.00000 630.692
6.00000 793.551
7.00000 998.463
8.00000 1256.29
9.00000 1580.69
10.0000 1988.86
11.0000 2502.43
12.0000 3148.61
13.0000 3961.66
14.0000 4984.64
15.0000 6271.79
